what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233512055673
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233512060680
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1233512060685
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavadocView,1233512062398
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233512068358
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233512081891
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233512082536
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513155493
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513597083
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513634227
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513637835
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233513638314
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233513658323
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513662213
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513681433
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233513691601
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233513693288
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513702983
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513708264
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233513708483
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233513723368
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233514201409
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233514335118
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233514371333
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233514373505
