what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519145774
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519149860
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519155462
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519207606
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1233519210892
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1233519211020
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1233519211325
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519248731
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519288041
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519304621
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519309383
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519349752
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519364840
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426158
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426698
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426709
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426737
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426772
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426809
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426845
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426881
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426917
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519426952
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233519427031
