what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233518981903
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233518982028
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518983843
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518985267
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518986483
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518987988
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233518988558
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233518988700
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518989900
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233518992163
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233518992508
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233518996971
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233518997108
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519000304
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519000549
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519003058
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519003076
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519005307
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519005624
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519007866
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519007879
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519010772
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233519010789
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233519012507
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233519023390
