what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233524667022
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233524670702
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233524670957
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233524673350
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524710793
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524712355
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524712806
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524882799
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233524896645
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233524912295
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524919145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524945975
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524955016
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524966824
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233524971408
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233524980418
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525020437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525021320
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525212667
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525215173
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525218628
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525222503
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525234445
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525245878
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525245888
