what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1233520786684
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1233520787308
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1233520787740
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1233520787869
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233520790521
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233520807841
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233520810889
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233520820396
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233520874844
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1233520880087
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.JavadocView,1233520894323
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.SourceView,1233520895061
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233520895901
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1233520897177
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233520898600
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233520915714
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521109700
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521115080
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521121103
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521123204
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521189142
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521226755
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521235987
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521245457
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233521250135
