what,kind,bundleId,bundleVersion,description,time
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1233525365521
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525366422
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525366764
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525367027
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525374499
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525392954
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525411853
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525418724
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525425460
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525425471
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525426723
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525429755
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525436309
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1233525443532
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525443792
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233525451916
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233525452060
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525456909
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525457437
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525462236
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525462381
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525462525
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525462668
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1233525462972
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1233525463913
