what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233515711446
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233515711607
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233515718308
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233515720660
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233515722699
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233515735645
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233515741749
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233515743197
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516100715
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233516100771
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516108271
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516110875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516120774
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516500960
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516505809
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516507415
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516507625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516507913
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516508018
executed,command,org.vcs.bazaar.eclipse.ui,1.1.0,org.vcs.bazaar.eclipse.ui.actions.UpdateAction,1233516512182
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516512219
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233516523032
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233516523297
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233516526309
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233516526323
