what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523731820
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1233523732462
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233523733241
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523734878
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523735004
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523735148
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523735292
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523735455
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1233523736030
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233523736734
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523736918
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523737036
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1233523737357
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1233523737790
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233523738481
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523797253
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523824595
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233523880855
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523887823
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523888297
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523888502
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523888665
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523888672
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523898617
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233523903262
