what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516657003
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.newWizard,1233516658501
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516658597
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.showKeyAssist,1233516667022
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516667126
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516671562
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1233516671613
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.showKeyAssist,1233516678588
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516678612
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516710053
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516710063
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516710155
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516710578
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.window.showKeyAssist,1233516714610
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516714719
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516716756
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516736107
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516739552
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516780072
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233516780865
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.selectAll,1233516783132
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.open.hierarchy,1233516783526
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516783536
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516785160
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233516793639
