what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525687558
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525698603
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1233525702891
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525703001
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525703069
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525705378
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525717883
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525739111
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525742370
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525742573
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525742644
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525742713
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525742715
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525747078
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525747266
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525747487
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1233525750348
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525751157
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525754328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525754543
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525754752
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525757128
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1233525759930
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1233525801326
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1233525803950
